Id,Ime_ucenika,Prezime_ucenika,Datum_rodjenja_ucenika,OIB,Ime_oca,Adresa_ucenika,Postanski_broj,Mjesto,Naziv_zupanije,Naziv_skole,Adresa_skole,Broj_razreda,Slovo_razreda,Naziv_predmeta,Broj_sati_tjedno,Ime_nastavnika,Prezime_nastavnika,Datum_rodjenja_nastavnika,Pocetak_rada,Kraj_rada,Naziv_zvanja,Broj_ocjene
368,Franky,Staines,2012-07-30,98973109934,Noak,02319 Green Hill,54321,Ganshui,Međimurska,Srednja škola Meteor,6033 Dayton Drive,2,G,Business,4,Dorise,Carlos,2026-07-08,2026-01-31,,Docent,3
369,Layton,Bownde,2010-02-10,90907222729,Ellerey,559 Meadow Valley Street,77000,Simbal,Brodsko-posavska,Gimnazija Vjetar,2 Iowa Avenue,3,H,Law,5,Wallace,O'Dulchonta,2025-09-28,2025-10-28,,Lecturer,4
370,Bradan,Nugent,2009-05-01,64176004103,Putnam,80121 Pond Avenue,44000,Tongjin,Krapinsko-zagorska,Srednja škola Brdo,77363 Miller Street,3,E,Business,2,Carlotta,Barizeret,2025-10-31,2026-02-07,,Visiting professor,4
371,Felecia,McLeoid,2011-11-29,87379889519,Reagan,6 Pierstorff Court,12345,Alençon,Koprivničko-križevačka,Umjetnička škola Oblak,558 Pawling Point,1,C,Anthropology,4,Darby,MacDermand,2026-02-04,2026-07-12,,Docent,4
372,Annabal,Breward,2008-12-27,89516620224,Seymour,0 Merry Crossing,66700,Hegarsari,Bjelovarsko-bilogorska,Tehnička škola Kiša,75915 Roth Avenue,1,G,Architecture,2,Gabriellia,Skiggs,2025-09-26,2025-10-31,,Assistant professor,2
373,Arlyn,Karus,2011-12-03,96718003338,Garreth,74 Gateway Circle,88000,Pétange,Međimurska,Gimnazija Cvijet,57043 Shelley Crossing,3,D,Business,1,Terencio,Alesin,2025-11-29,2025-08-02,,Adjunct professor,1
374,Benton,Laden,2010-05-06,85341080820,Dean,203 Dorton Terrace,44500,Chuangye,Osječko-baranjska,Umjetnička škola Oblak,75 Carpenter Center,1,D,Political Science,4,Corny,Beggio,2026-02-18,2026-03-18,,Assistant professor,4
375,Alayne,Dailey,2008-08-14,99439105715,Gamaliel,76 Division Drive,66000,Munde,Istarska,Osnovna škola Trava,8 Dottie Drive,3,A,Anthropology,2,Gail,Wixey,2026-02-23,2025-10-29,,Predavac,4
376,Maryann,Eschalotte,2012-03-26,97500946844,Avigdor,69 Gina Plaza,20000,Chengnan,Sisačko-moslavačka,Osnovna škola Sunčeva svjetlost,7 Pawling Junction,4,G,Art,2,Josepha,Ovington,2026-01-15,2025-11-24,,Lecturer,2
377,Livy,Pantin,2011-03-08,64963465397,Sayers,18 Oneill Trail,22300,Dingzhai,Splitsko-dalmatinska,Osnovna škola Zvijezda,899 Morrow Alley,4,G,Nursing,2,Toddie,Dictus,2026-03-30,2026-04-06,,Predavac,1
378,Lowrance,Lubeck,2008-08-15,98044905221,Vasili,685 Jackson Terrace,11200,San Isidro,Pazinska,Osnovna škola Planina,3 Canary Circle,4,G,Marketing,2,Cari,Dalliwatr,2026-07-22,2025-12-31,,Adjunct professor,3
379,Angus,Mateev,2011-05-15,15949107485,Simmonds,39964 Arapahoe Avenue,54321,Paritjunus,Virovitičko-podravska,Osnovna škola Planeta X,4 Portage Center,4,I,Astronomy,1,Melita,Stockley,2026-01-30,2026-06-12,,Associate professor,3
380,Wini,Smithyman,2011-05-07,22925556145,Earle,598 Schmedeman Alley,11200,Monte Novo,Sisačko-moslavačka,Srednja škola Brdo,399 Marquette Drive,1,D,Astronomy,2,Godard,Kezor,2025-08-08,2025-10-28,,Lecturer,3
381,Liliane,Georgins,2009-12-26,16303132236,Noby,02007 Westend Terrace,20000,Igunga,Sisačko-moslavačka,Osnovna škola Asteroid,62705 Ridgeway Way,1,B,Environmental Science,1,Wilt,Lapslie,2026-02-01,2026-03-15,,Profesor emeritus,2
382,Maye,Roche,2011-02-20,99204136886,Hewie,2682 Almo Court,66700,Jianguang,Karlovačka,Srednja škola Supernova,03752 Summit Junction,4,J,Physics,5,Clareta,Cade,2025-09-21,2026-06-03,,Research professor,3
383,Jermain,McCabe,2012-07-01,87827081798,Lamar,9 Shelley Drive,77000,Mathba,Lika-senjska,Osnovna škola Šuma,54 Myrtle Plaza,3,I,Veterinary,1,Avictor,McKay,2026-01-02,2026-04-28,,Predavac,4
384,Indira,Baldazzi,2008-12-27,38317929274,Frazier,54469 Moulton Crossing,77000,Xiajiashan,Koprivničko-križevačka,Osnovna škola Sunčeva svjetlost,2 Golf Course Way,3,H,Computer Science,4,Lori,Morin,2026-05-04,2026-07-10,,Profesor emeritus,3
385,Vilhelmina,Whitelaw,2012-12-14,83681227169,Kalil,0043 Rowland Street,99000,Tuchkovo,Vukovarsko-srijemska,Srednja škola Galaksija,391 Cambridge Junction,2,J,History,5,Mellicent,Huscroft,2025-11-04,2026-07-02,,Lecturer,1
386,Ronni,Foulkes,2011-04-17,21082072041,Arny,8394 Shelley Park,11200,Nykarleby,Lika-senjska,Osnovna škola Rijeka,0 Macpherson Alley,1,F,Law,3,Lindie,Gemeau,2026-05-09,2025-10-24,,Associate professor,5
387,Melanie,Vinick,2009-04-11,80636869207,Jose,4 Nancy Avenue,44500,Kaeng Khoi,Brodsko-posavska,Osnovna škola Cvijet,84 Steensland Trail,3,A,Medicine,1,Eadmund,Hundall,2025-08-12,2025-10-04,,Associate professor,4
388,Jaimie,Monks,2011-09-13,81619992281,Karim,95645 Russell Drive,44000,Paris 05,Vukovarsko-srijemska,Gimnazija Drvo,39 Schiller Drive,3,G,Accounting,5,Clayson,Reedick,2025-11-13,2026-02-07,,Visiting professor,1
389,Carleton,Oldred,2008-10-15,13744350830,Antonin,454 Myrtle Center,88900,Yushanpu,Primorsko-goranska,Srednja škola Zemlja,1703 Sauthoff Alley,1,D,Law,2,Caldwell,MacSween,2026-03-06,2025-09-06,,Associate professor,1
390,Marjory,Jerram,2012-04-04,69114942380,Milton,65079 Erie Park,54321,Mekkaw,Vukovarsko-srijemska,Tehnička škola Val,332 Glacier Hill Point,3,E,Veterinary,3,Demetris,Dumbrall,2026-01-14,2026-03-09,,Lecturer,5
391,Cymbre,Blaymires,2008-03-24,61831010696,Maxwell,58 Declaration Street,44500,Xijia,Vukovarsko-srijemska,Srednja škola More,052 Lukken Hill,1,H,Business,2,Tamiko,Isgate,2026-02-23,2025-10-20,,Assistant professor,5
392,Eileen,Trobridge,2010-10-30,33370563270,Galvin,4787 Clemons Pass,20000,Grammatikó,Koprivničko-križevačka,Osnovna škola Trava,52326 Cambridge Park,3,A,Music,3,Johnathan,Gurry,2026-04-25,2026-06-23,,Associate professor,2
393,Jonah,Skynner,2009-05-20,16654773663,Hoyt,5430 Pawling Hill,55600,Al Ain,Požeško-slavonska,Gimnazija Komet,60 Linden Hill,3,E,Biology,5,Susy,Adamowitz,2026-01-13,2026-02-05,,Research professor,4
394,Shanon,Margett,2008-01-13,50097723528,Arthur,8081 Arapahoe Parkway,55600,Shanjie,Brodsko-posavska,Gimnazija Komet,4 Di Loreto Center,4,B,Veterinary,4,Jojo,Peatheyjohns,2025-10-01,2026-03-03,,Profesor emeritus,1
395,Bernice,Siddele,2012-02-02,13735158523,Bink,607 Killdeer Alley,44000,San Andres,Zadarska,Osnovna škola Saturn,4 Northview Junction,1,B,Accounting,1,Lynnelle,Stapele,2025-11-18,2025-10-19,,Lecturer,5
396,Ophelie,Searston,2009-05-05,99947219754,Delainey,903 Montana Street,33400,Borås,Osječko-baranjska,Osnovna škola Pustinja,7569 Weeping Birch Parkway,1,D,Geography,5,Bonni,Korting,2025-08-06,2025-12-13,,Profesor emeritus,5
397,Babs,Murfett,2008-02-18,90367550512,Jameson,829 Melvin Trail,66700,Kallithéa,Vukovarsko-srijemska,Srednja škola Supernova,0628 Lawn Center,3,B,Business,2,Vivian,Bowden,2025-08-18,2025-12-17,,Predavac,1
398,Christel,Michin,2008-08-24,32050338391,Pavlov,31 Hudson Hill,44500,Legok,Primorsko-goranska,Srednja škola Otok,77 3rd Circle,4,B,Criminal Justice,2,Riki,Dunkersley,2026-06-03,2026-05-16,,Associate professor,3
399,Kakalina,Townsend,2011-06-18,45483746855,Matthiew,158 6th Alley,54321,Urzhar,Bjelovarsko-bilogorska,Srednja škola Zemlja,6691 Browning Lane,2,A,Anthropology,2,Riva,Orsay,2026-03-03,2025-08-17,,Research professor,1
400,Addy,Connock,2012-08-20,45416611838,Gray,5958 Sunfield Alley,88900,Heshui,Brodsko-posavska,Osnovna škola Snijeg,23087 Kinsman Plaza,2,B,Veterinary,3,Olia,Ruslen,2026-01-13,2026-04-21,,Visiting professor,1
401,Frieda,Pomroy,2009-11-16,12999458839,Loydie,7848 Old Gate Park,66000,Tovarkovskiy,Brodsko-posavska,Osnovna škola Univerzum,28858 Bowman Circle,1,F,Marketing,3,Randie,Stiffkins,2026-06-22,2026-05-09,,Predavac,3
402,Sky,Roddan,2012-01-05,97228434066,Haily,0 Mockingbird Place,55600,Anzi,Primorsko-goranska,Tehnička škola Oblak,1603 Homewood Avenue,2,A,Astronomy,3,Angel,Tippett,2025-09-01,2025-11-20,,Visiting professor,3
403,Ashlie,Tribbeck,2012-06-16,94622828993,Nikki,12 Walton Alley,88000,Amucao,Bjelovarsko-bilogorska,Gimnazija Drvo,2383 Redwing Lane,4,I,Anthropology,4,Aluin,Sidebotham,2026-05-06,2026-06-23,,Visiting professor,5
404,Meir,Westhoff,2008-09-28,60245935602,Beck,48985 Rieder Parkway,88000,Balīlā,Međimurska,Gimnazija Drvo,5905 Tony Crossing,2,E,Physical Education,5,Nil,Carbry,2025-10-22,2025-12-08,,Predavac,3
405,Amalia,Juszczyk,2010-10-25,66017793976,Welch,16 Holy Cross Lane,22300,Yongfeng,Zadarska,Osnovna škola Voda,7 Jana Circle,2,C,Medicine,1,Hagen,Proback,2025-09-19,2026-01-16,,Profesor emeritus,1
406,Gwenora,Wadforth,2010-05-10,77623317309,Duffy,00638 Boyd Circle,66000,Ciela Lebak,Virovitičko-podravska,Tehnička škola Kiša,285 Hoard Avenue,2,D,Psychology,4,Brandy,Pomfrett,2025-11-24,2026-04-23,,Visiting professor,3
407,Lutero,Prendeville,2010-04-25,71610132236,Filberto,057 Northview Court,99000,Kyrenia,Međimurska,Gimnazija Cvijet,25 Old Shore Center,1,A,Biology,3,Gilligan,Lidgerton,2026-07-08,2025-11-10,,Predavac,5
408,Adolf,Dabney,2008-08-01,19890547474,Kayne,431 Armistice Alley,22300,Salekhard,Požeško-slavonska,Srednja škola Brdo,4641 Esker Trail,4,C,Literature,2,Desmond,Beaten,2025-10-13,2025-10-03,,Associate professor,4
409,Ilaire,Posvner,2009-04-20,60541708164,Roma,493 Northland Court,66000,Chvalšiny,Karlovačka,Osnovna škola Saturn,45188 Twin Pines Junction,4,B,Medicine,5,Kelby,Sarsfield,2025-09-03,2026-03-29,,Adjunct professor,1
410,Sloane,Bultitude,2010-04-10,60872226043,Sergio,72784 Hoffman Lane,55600,Huaqiu,Osječko-baranjska,Osnovna škola Zima,4827 Surrey Plaza,1,D,Marketing,2,Danny,Realy,2025-10-03,2025-09-02,,Asistent,5
411,Emmalynne,Reichartz,2012-03-07,79281151303,Bil,2 Buena Vista Trail,22300,Hamanoichi,Osječko-baranjska,Tehnička škola Oblak,2 Manufacturers Alley,4,B,Computer Science,3,Mathilda,Leggat,2026-05-23,2025-10-05,,Visiting professor,4
412,Lesley,Worssam,2010-07-12,80964877372,Rollin,80 Hollow Ridge Point,11000,Moriya,Požeško-slavonska,Osnovna škola Zima,1092 Donald Court,4,I,Chemistry,1,Hagen,Fransman,2025-09-26,2025-12-14,,Lecturer,3
413,Cull,Devine,2010-07-02,20735885924,Angelico,42 Messerschmidt Hill,99000,Huangtian,Karlovačka,Tehnička škola Svemir,54 Eagan Center,1,J,Medicine,5,Robinetta,Marvelley,2025-09-11,2026-04-10,,Profesor emeritus,3
414,Trace,Dunsmore,2012-05-16,55735944188,Horten,115 John Wall Avenue,33400,Āsmār,Vukovarsko-srijemska,Osnovna škola Crna rupa,6 Carpenter Avenue,2,J,Literature,4,Elladine,Bruyett,2025-09-29,2026-06-21,,Visiting professor,1
415,Stacie,Benza,2009-04-26,13911264122,Terry,73392 Walton Alley,99000,Matai,Istarska,Osnovna škola Rijeka,3726 La Follette Junction,2,A,Law,5,Jules,Bramble,2026-04-23,2026-02-13,,Predavac,5
416,Tiffi,Jatczak,2009-03-25,96115021129,Kendell,65782 Bartelt Terrace,35000,Munjul,Brodsko-posavska,Gimnazija Cvijet,013 Bobwhite Court,3,F,Chemistry,2,Linc,Schall,2026-01-23,2026-01-31,,Lecturer,4
417,Leupold,Tutchell,2010-07-28,67481178410,Ebeneser,77 Butternut Place,33400,Huikou,Krapinsko-zagorska,Gimnazija Zvijezda,238 Comanche Center,4,A,Law,4,Fremont,Bench,2025-11-09,2025-12-17,,Predavac,2
418,Johnathan,Brisbane,2008-06-22,60798199393,Titus,253 Sommers Pass,55000,Matai,Zagrebačka,Srednja škola Mjesec,600 Oakridge Pass,3,H,Geography,5,Melisandra,Skewis,2026-07-03,2026-04-09,,Visiting professor,4
419,Eadith,Connue,2011-05-22,31409700608,Cristobal,20 Graceland Park,12345,Iłowa,Dubrovačko-neretvanska,Gimnazija Drvo,716 Superior Junction,2,A,Criminal Justice,2,Katinka,Midlar,2025-11-24,2025-08-24,,Asistent,2
420,Ragnar,Lago,2009-06-21,60644456103,Bailey,71257 Pond Park,44500,Huskvarna,Požeško-slavonska,Osnovna škola Crna rupa,96317 Bonner Avenue,3,A,Mathematics,4,Angus,Dawltrey,2026-02-19,2026-05-16,,Lecturer,3
421,Tiff,Chaize,2008-10-03,65959943042,Alwyn,0 Truax Avenue,33400,Quwa,Požeško-slavonska,Tehnička škola Val,7 Clemons Terrace,2,A,History,1,Benedikta,Boak,2025-11-06,2025-11-24,,Profesor emeritus,5
422,Ferd,Emloch,2010-06-06,73925089600,Edvard,44804 Declaration Court,35000,Kizel,Osječko-baranjska,Srednja škola Mjesečina,23859 Fordem Center,1,C,Physical Education,1,Adrian,Chastang,2025-11-04,2026-02-13,,Lecturer,2
423,Den,Legh,2009-03-22,41000435454,Wash,1649 Esch Avenue,77000,Cái Nhum,Virovitičko-podravska,Gimnazija Jesen,377 Mesta Terrace,1,G,Law,3,Gabriella,Slinger,2026-03-01,2026-03-11,,Assistant professor,4
424,Kermit,Lindenbluth,2011-01-18,12707131589,Gasparo,0 Kedzie Park,11200,Kayu Agung,Sisačko-moslavačka,Osnovna škola Pustinja,8905 Green Ridge Trail,1,H,Sociology,3,Jordanna,De Mitri,2025-08-03,2025-08-16,,Profesor emeritus,3
425,Clea,McNeil,2009-08-21,57128171560,Felic,433 Sommers Parkway,66700,Insrom,Zagrebačka,Osnovna škola Sunčeva svjetlost,8873 Lillian Plaza,2,F,Art,3,Gunilla,Davidovsky,2026-07-29,2026-04-21,,Lecturer,3
426,Katharina,Deners,2012-12-14,46594185436,Yank,2367 Center Terrace,99000,Huibu,Lika-senjska,Osnovna škola Saturn,7837 Luster Plaza,2,E,Dentistry,3,Alida,O'Rodane,2025-08-21,2025-10-20,,Docent,4
427,Padraig,Ravelus,2008-11-23,32524228468,Wade,43 Arrowood Park,44500,Satka,Virovitičko-podravska,Osnovna škola Planeta X,72 Moulton Park,3,F,History,5,Kizzie,Pirie,2026-02-03,2025-11-21,,Lecturer,4
428,Amber,Counihan,2012-07-20,41893059185,Whittaker,070 Johnson Way,88900,Hamakita,Karlovačka,Osnovna škola Sunce,8 Montana Court,4,C,Economics,5,Leslie,Feveryear,2026-05-13,2025-09-27,,Lecturer,2
429,Helsa,Morecombe,2008-12-24,14411163508,Hayden,92321 Bunting Way,11000,Shazi,Krapinsko-zagorska,Umjetnička škola Mars,53 Macpherson Drive,1,E,Business,3,Mac,Ivanovic,2025-11-03,2025-08-25,,Adjunct professor,1
430,Ruperta,Blinerman,2011-09-02,36838675042,Gilburt,9889 Karstens Terrace,35000,Banjar Ponggang,Šibensko-kninska,Umjetnička škola Nebesko tijelo,3188 Manley Alley,2,D,History,4,Elenore,Priddey,2025-11-05,2025-09-18,,Profesor emeritus,1
431,Corenda,Granleese,2011-11-20,58045323882,Gunar,83644 Union Court,77000,Lucma,Dubrovačko-neretvanska,Umjetnička škola Nebesko tijelo,41807 Hoard Drive,1,G,Art,1,Link,Margerison,2026-01-09,2026-05-01,,Research professor,5
432,Donny,Bellerby,2009-09-14,91733347102,Norrie,045 Independence Pass,20000,Oshnavīyeh,Zadarska,Tehnička škola Val,0105 Knutson Hill,1,C,Engineering,3,Aldwin,Marchington,2025-08-30,2025-08-27,,Visiting professor,4
433,Dugald,Roseby,2008-02-28,55224853541,Arman,338 Goodland Point,54321,Licheng,Primorsko-goranska,Srednja škola Otok,3674 Monica Circle,4,A,Philosophy,1,Lib,Algy,2025-12-05,2026-03-16,,Predavac,5
434,Midge,Balloch,2010-05-18,98891477151,Bartel,252 Utah Avenue,44000,Bayt Dajan,Sisačko-moslavačka,Osnovna škola Voda,10 Brickson Park Plaza,1,F,Environmental Science,3,Maryellen,Darinton,2025-12-13,2025-12-19,,Lecturer,3
435,Queenie,Luff,2009-01-10,22348406848,Hube,66 Kings Plaza,44000,Timeng,Šibensko-kninska,Osnovna škola Rijeka,8500 Stone Corner Place,1,I,Marketing,2,Madlen,Drewitt,2025-09-26,2026-04-21,,Assistant professor,1
436,Bennie,Southernwood,2012-11-22,13234897443,Falkner,8496 Brown Park,44500,Kozhva,Zagrebačka,Osnovna škola Univerzum,6631 Commercial Pass,1,C,Astronomy,2,Natty,Tidbury,2025-09-18,2026-01-05,,Lecturer,3
437,Dolley,Shervil,2011-11-27,92864795350,Arv,163 Shelley Center,20000,Naranjito,Virovitičko-podravska,Umjetnička škola Mjesec,7264 Fuller Place,2,B,Anthropology,1,Max,Flukes,2026-04-11,2025-08-18,,Asistent,3
438,Loretta,Larkins,2008-04-19,24973256250,Kelly,215 Linden Junction,77000,Muruy,Virovitičko-podravska,Srednja škola Brdo,58872 Meadow Valley Drive,2,B,Business,5,Alys,Brunotti,2026-07-28,2025-12-23,,Docent,2
439,Cyndi,Basketter,2011-01-30,14659560525,Byrle,6 Pearson Terrace,66700,Chikwawa,Međimurska,Gimnazija Cvijet,41 Onsgard Street,3,F,Chemistry,4,Allx,Waddell,2025-08-11,2025-09-10,,Lecturer,2
440,Aldric,Brimson,2010-06-05,25641079782,Ky,7767 Commercial Parkway,77000,Maquiapo,Lika-senjska,Tehnička škola Svemir,8 Maple Wood Road,1,B,Physics,5,Elisabeth,Fairlamb,2026-05-20,2025-08-18,,Associate professor,5
441,Oneida,Hammett,2008-10-09,56242600797,Dorian,33365 Cody Trail,35000,Póvoa,Brodsko-posavska,Umjetnička škola Oblak,63 Mariners Cove Junction,4,E,Biology,3,Steffie,Postians,2025-10-30,2025-10-29,,Profesor emeritus,3
442,Carol,Beatens,2011-07-21,54694866995,Julius,71 New Castle Terrace,99000,Gustavsberg,Brodsko-posavska,Gimnazija Cvijet,09942 Luster Terrace,1,I,Anthropology,2,Catie,Drakeley,2025-11-20,2026-03-14,,Associate professor,2
443,Lesly,Arents,2009-04-30,87990362160,Derry,234 Loftsgordon Pass,88900,Chixi,Primorsko-goranska,Srednja škola Supernova,493 Vidon Drive,3,E,History,5,Annabelle,D'Oyly,2026-07-25,2025-11-19,,Associate professor,5
444,Cesare,Mathe,2008-07-05,67088948503,Clem,316 Kropf Road,44500,Dazhigu,Pazinska,Tehnička škola Kiša,253 Sutherland Court,3,F,Architecture,4,Lisle,Renneke,2025-12-08,2025-08-28,,Asistent,2
445,Flory,Woolforde,2009-08-05,16266658259,Chickie,43779 Barby Circle,88900,Bijie,Međimurska,Srednja škola Zemlja,2 Briar Crest Terrace,2,F,Mathematics,1,Beatrisa,Lehrer,2026-01-14,2026-04-08,,Lecturer,2
446,Torre,Gowland,2008-09-22,42418895557,Way,247 Judy Lane,44000,Göteborg,Pazinska,Osnovna škola Pustinja,71284 Burrows Way,4,I,Sociology,2,Alissa,Tysack,2026-07-24,2026-02-19,,Lecturer,1
447,Cloe,Scadden,2011-05-30,37045540504,Devland,13331 Donald Junction,35000,Vanáton,Krapinsko-zagorska,Srednja škola Brdo,713 Center Point,2,E,Anthropology,5,Wyndham,Ayers,2026-04-08,2025-09-03,,Assistant professor,2
448,Robinet,Kase,2010-03-31,85866285067,Tomkin,338 Surrey Street,35000,Matara,Šibensko-kninska,Srednja škola Galaksija,4168 Commercial Court,3,A,Art,3,Dusty,Sivyer,2026-02-15,2025-10-24,,Asistent,5
449,Rochester,Trengrove,2012-02-25,92251881584,Towny,3 Longview Plaza,11000,Witzenhausen,Splitsko-dalmatinska,Umjetnička škola Sunce,59716 Fremont Center,4,A,Veterinary,2,Staci,Benyon,2025-09-13,2025-08-30,,Docent,4
450,Cassi,Paroni,2010-08-18,71741725944,Filip,81670 Sachtjen Drive,88900,Värmdö,Pazinska,Gimnazija Komet,266 Rutledge Court,4,G,Economics,4,Broderick,Vickers,2026-01-07,2026-03-13,,Assistant professor,2
451,Dario,O'Hallagan,2009-01-18,54681746232,Waring,04499 Butternut Lane,22300,Gabahan,Požeško-slavonska,Osnovna škola Univerzum,2 Hazelcrest Junction,1,H,Criminal Justice,4,Morgana,Kennett,2025-09-19,2026-04-23,,Docent,4
452,Gradeigh,Jean,2012-06-05,43519546696,Tymothy,0546 Mosinee Center,22300,Hicksville,Koprivničko-križevačka,Tehnička škola Sunčev sustav,5534 Russell Crossing,1,H,Dentistry,2,Hasty,Grinvalds,2026-02-10,2025-10-22,,Lecturer,5
453,Debera,Bockmann,2009-05-17,24555712910,Tadeas,4336 Lunder Parkway,99000,Shapa,Krapinsko-zagorska,Srednja škola Meteor,7140 Russell Park,1,J,Sociology,3,Herby,Petris,2026-03-26,2026-04-15,,Predavac,2
454,Madison,Kyteley,2010-08-18,94599541975,Jessie,6844 Schurz Road,44000,Angao,Lika-senjska,Gimnazija Zvijezda,078 American Pass,3,D,Nursing,1,Conn,Grieger,2025-08-29,2025-09-18,,Lecturer,5
455,Sean,Fleming,2010-02-24,59712434335,Alessandro,18480 Maywood Trail,44000,Luleå,Karlovačka,Srednja škola Meteor,3531 Rigney Plaza,1,C,Anthropology,1,Dedie,Birchenough,2026-07-07,2026-07-19,,Research professor,1
456,Abdel,Robbs,2010-07-02,30900309827,Tyrone,4933 Maywood Hill,11200,Pulangbato,Splitsko-dalmatinska,Osnovna škola Šuma,48347 2nd Junction,2,D,Physics,1,Murry,Ryan,2026-07-06,2025-08-06,,Research professor,4
457,Nichol,Goeff,2009-10-08,16328378184,Minor,645 Dottie Place,22300,Camrose,Brodsko-posavska,Srednja škola Mjesečina,44885 Fremont Pass,4,A,Accounting,1,Mari,Lenihan,2025-09-19,2026-04-02,,Docent,2
458,Verge,Gilbard,2012-11-24,75102615486,Serge,44835 Hallows Point,20000,Yakovlevo,Bjelovarsko-bilogorska,Srednja škola Otok,587 Morrow Drive,3,I,Art,3,Sofia,Enever,2026-02-18,2026-01-12,,Predavac,1
459,Carmelia,Heinschke,2010-12-24,17800929045,Andres,8155 Cordelia Center,55000,Krapina,Krapinsko-zagorska,Umjetnička škola Nebesko tijelo,5 Stang Street,2,C,Literature,5,Abbey,Brearton,2025-10-12,2025-08-11,,Adjunct professor,1
460,Nikkie,Jennaroy,2008-05-23,25634878908,Nicolas,7560 Sutteridge Park,12345,Gamboula,Lika-senjska,Umjetnička škola Oblak,82272 Bonner Court,1,J,Law,2,Milissent,Churm,2026-05-03,2025-09-24,,Associate professor,5
461,Pebrook,Wimms,2012-12-28,58550390911,Gaultiero,69 Bluestem Parkway,54321,Mazowe,Brodsko-posavska,Tehnička škola Kiša,2688 Russell Point,4,G,Art,2,Benedict,Jewett,2026-07-30,2025-11-22,,Adjunct professor,5
462,Goddart,Witter,2009-08-18,20111757428,Reggis,33679 Elka Parkway,33400,Tempel,Varaždinska,Osnovna škola Zvijezda,37 Surrey Trail,2,H,History,4,Findley,Dalzell,2025-09-07,2026-07-09,,Asistent,1
463,Sigismond,Pope,2010-04-02,71279932586,Gonzales,30 Laurel Trail,66000,Pigí,Bjelovarsko-bilogorska,Tehnička škola Oblak,679 Towne Junction,1,C,Marketing,4,Ileane,Adame,2026-05-02,2026-03-17,,Docent,4
464,Neils,Spargo,2008-04-20,74598111848,Ralf,52 Butternut Terrace,20000,Kedian,Brodsko-posavska,Osnovna škola Rijeka,982 Summer Ridge Trail,4,J,Nursing,1,Sylas,Blindt,2026-04-30,2026-06-30,,Associate professor,5
465,Valera,Halburton,2012-09-09,67296495122,Jonah,999 Burning Wood Terrace,99000,São Pedro da Aldeia,Krapinsko-zagorska,Osnovna škola Pustinja,49 Cordelia Road,2,D,Economics,4,Tabatha,de la Tremoille,2026-03-15,2025-11-15,,Profesor emeritus,4
466,Sanders,Saffill,2010-03-27,10081928509,Hubert,71 Granby Avenue,77000,Antas,Primorsko-goranska,Osnovna škola Šuma,053 Tomscot Trail,1,I,Criminal Justice,4,Alden,Scourfield,2025-08-04,2025-09-15,,Docent,4
467,Lara,Scahill,2008-02-05,45524668821,Ring,8513 Northfield Center,66000,Bielsk Podlaski,Brodsko-posavska,Srednja škola Zemlja,63808 Lunder Park,1,J,Dentistry,3,Modesty,Hambrook,2026-05-04,2025-08-21,,Lecturer,1
468,Virginia,Korlat,2009-12-02,88590999898,Stanislaw,9 Northridge Trail,88900,Umeå,Bjelovarsko-bilogorska,Srednja škola Planeta,99576 Portage Point,2,E,Physics,4,Clemmy,Kaine,2026-05-21,2025-12-28,,Asistent,1
469,Ashbey,Wayper,2012-04-11,41390388985,Melvyn,65 Granby Drive,88900,Jingjiang,Vukovarsko-srijemska,Osnovna škola Planina,360 Ronald Regan Park,1,A,Accounting,2,Manuel,Cheine,2025-10-23,2026-04-21,,Predavac,2
470,Eada,Minney,2010-01-16,47888134118,Demetre,1 Mccormick Lane,55000,Gaxung,Zagrebačka,Srednja škola Proljeće,8446 Erie Hill,3,A,Accounting,4,Fergus,Willows,2026-06-07,2025-11-07,,Research professor,2
